Name,Stand,Address,Website,Facebook,Instagram,Youtube,LinkedIn,Twitter,Description
Pepe Saya Butter Co,Hall: Trade Centre Arena Stand: S-K55,"10 Adventure Place ,Caringbah ,New South Wales ,Australia ",http://www.pepesaya.com.au,,,,,,
PERNES L Ltd.,Hall: Trade Centre Arena Stand: S-H23,"Cipsi ,Salas Pag., Babites Novads ,Pernesciems ,Latvia ",https://www.longchips.eu,,,,,,
New Sevegep Ltd,Hall: Za'abeel Hall 2 Stand: Z2-E71,"45 Troodos Avenue ,Astromeritis ,Cyprus ,CY2722 ,Cyprus ",https://new-sevegep.com.cy/,,,,,,"New Sevegep Ltd was established in 1972 at the Morfou plain, Cyprus’ biggest citrus growing area pioneering in the production and export of Fruit Juices, Juice Concentrates and related by-products. Through commitment, hard work and innovation the Company progressed from a local cooperative fruit juice producer to an international player in the juice industry. New Sevegep operates at modern processing facilities, utilising cutting edge machinery equipment from Tetra Pak and highly trained personnel ensuring the highest quality and safety of its juice products. Our Company is FSSC22000 and ISO22000:2005 certified and a holder of the AIB International recognition certificate. Today, New Sevegep has a 4-decade long tradition and has developed into a company that produces and exports a unique portfolio of quality brands of Juices, Mocktails, Ice Teas and Concentrates serving customers in more than 70 countries worldwide."
Newlat Food S.p.A.,Hall: Za'abeel Hall 1 Stand: A1-20,"Via J. F. Kennedy 16 ,Reggio nell'emilia ,Italy ",,,,,,,
Ngo Chew Hong Edible Oil Pte. Ltd.,Hall: Za'abeel Plaza Stand: ZP-G2,"231 Pandan Loop ,Singapore ,Singapore ",http://www.nchoil.com,,,,,,
Ngo Chew Hong Edible Oil Pte. Ltd.,Hall: Za'abeel Hall 1 Stand: Z1-24,"231 Pandan Loop ,Singapore ,Singapore ",http://www.nchoil.com,,,,,,
Niigata Nosho,Hall: Trade Centre Arena Stand: S-166,"580-17 Kawaguchi, Akiha-ku ,Niigata-shi ,Niigata ,Japan ",https://www.niigata-nosho.com/,,,,,,
NHC Foods Limited - IN,Hall: Za'abeel Hall 5 Stand: Z5-F54,"D-22/8, TTC Industrial Area,MIDC ,Near Balmer Lawrie, Turbhe ,Mumbai ,Maharashtra ,India ",https://www.nhcgroup.com,,,,,,
NGUYEN PHAM VIET BEVERAGE COMPANY LIMITED,Hall: Za'abeel Plaza Stand: ZP-6,"No. 06, Thong Nhat Boulevard ,Song Than 2 Industrial Park Di An Ward ,Di An Binh Duong ,Vietnam ,Viet Nam ",http://npvbeverage.com.vn,https://www.facebook.com/npvbeverage,,https://www.youtube.com/@npvbeverage6677,https://www.linkedin.com/company/nguyen-pham-viet-beverage-co-ltd/,,"Nguyen Pham Viet Beverage Co., Ltd was established in 2019 with the passion to introduce delicious healthy drinks from Vietnam throughout the world. One of our key core values is QUALITY. Our expertise is based on our knowledge and experience in R&D, Production, Trading, etc. We also have a good relationship with cooperation farms. As such, we are able to produce many kinds of products with high quality: fruit juice, coconut water, aloe vera drink, energy drink, coconut milk, coffee, etc. Nguyen Pham Viet Beverage Co., Ltd is proud of giving customers fresh, healthy, nutritional drinks which are made from our responsibilities and passion. The advantages of NPV 1. An International Presence We think global and leverage local 2. Natural & Fresh Ingredients Dedicated to introducing tropical healthy drinks throughout the world 3. Client desires We penetrate the market to provide a drink of the right quality and quantity, at the minimum cost. 4. Quality Assurance We strictly control quality from the beginning to the end. 5. Good service Free samples, friendly service, delivery time commitment 6. Social Responsibilities We are grateful for Mother Nature. We care and take responsibility for society and the earth."
Nina Pita,Hall: Al Mustaqbal Plaza Stand: HP2-205,"halizhi hatasiya ,halizhi hatasiya ,haifa ,israel ,2620113 ,Israel ",https://ninapita.com/,,,,,,"The company, which was established in 1936, produces arti?an pita bread The company markets to 40 countries in the world. The company has branches in the Netherlands and Dubai, including offices, warehouses, and distribution. The company's products are without sugar and oil and are without preservatives at all The company's products are shipped frozen and have a shelf life of 18 months The company markets its products to airlines, catering companies, chains, luxury restaurants, and more"
Nilons Enterprises Pvt. Ltd.,Hall: Trade Centre Arena Stand: S-A58,"Baner Biz Bay,6th Floor ,Opp.Syngenta ,Pune ,Maharashtra ,India ",https://www.nilons.com,,,,,,
Nisha,Hall: Trade Centre Arena Stand: S-C4,United Arab Emirates ,http://www.nbars.ae,,,,,,
Ninja Foodstuff LLC - AE,Hall: Za'abeel Hall 6 Stand: Z6-105,"P.O. Box 20063 ,Al Fajer Bldg. Shop No. 9, Al Ras ,Market Deira ,Dubai ,United Arab Emirates ",http://www.ninjagroup.com,,,,,,
Nikolaos Kourantidis - REGINA,Hall: Shk Saeed Hall 1 Stand: S1-H3,"39A Build Square - 3rd Zone industrial area Sindos ,Greece ,57022 ,Greece ",https://regina-foods.gr/,,,,,,"Regina foods, is one of the major leading honey factories in Europe, located in Thessaloniki, Greece and is operating since 1958. Our products are Honey (mainly), Jams, Traditional Greek Jellies, Sesame bars (Pasteli) and Greek Delights (Loukoumi). We are ISO 22000, IFS and Kosher certified. Furthermore, as a result of our will for development, we are certified for producing and packaging organic honey. Our exports activity spreads worldwide in various countries in Europe, Africa, Asia, Saudi Arabia, Australia, Canada and USA. We have a long year expertise in exports procedures and also in PL products. Regina company strongly feels the necessity to thank every consumer for their support during the last 60 years and makes a commitment to keep trying to continue providing an excellent quality for the goods produced. For more information you can also visit our official website: www.regina-foods.gr"
Nisshin Flour Milling Inc.,Hall: Al Mustaqbal Plaza Stand: HP2-I16,"25, Kanda-nishiki-cho 1-chome,Chiyoda-ku ,Tokyo ,Japan ,101-8441 ,Japan ",https://Nisshin Seifun Group,,,,,,
Niva Nutrifoods LLP,Hall: Trade Centre Arena Stand: S-A28,"408 Iscon Elegance, Nr. Shapath V ,SG highway ,Ahmedabad ,Gujarat ,India ",https://www.fitandflex.in,,,,,,
Noble Agro Food Products Pvt. Ltd.,Hall: Trade Centre Arena Stand: S-A34,"De Cuserstraat 93 ,India ",,,,,,,
Nordic Milk OU,Hall: Trade Centre Arena Stand: S-G45,"Lelle 22 ,Estonia ",https://nordicmilk.eu/,,,,https://www.linkedin.com/company/nordic-milk/mycompany/?viewAsMember=true,,
Nomanbhoy & Sons Pte Ltd - SG,Hall: Shk Rashid Hall Stand: R-K15,"101 Cecil Street ,#24-01 Tong Eng Building ,Singapore ,Singapore ",https://www.nomanbhoy.sg,,,,,,
Noble Dehydrates,Hall: Trade Centre Arena Stand: S-A11,"6th KM Stone ,Aklera - Kota, NH 52, Maithoon, Distt. Jhalawar ,Aklera ,Rajasthan ,India ",https://www.nobledehydrates.com,,,,,,
Northern Ireland,Hall: Shk Saeed Hall 1 Stand: S1-C42,"Borg Alarab Zone 3 ,33 Fawzy Moaz ,United Kingdom ",http://www.ocean-foods.net,,,,,,
Noor Al Amal Foodstuff Trading LLC,Hall: Al Mustaqbal Plaza Stand: HP2-144,"Floor 9, Office No. 903, Al Asayel St., Business Bay ,Dubai ,214743 ,United Arab Emirates ",,,,,,,
Norwegian Seafood Council - NO,Hall: Al Mustaqbal Plaza Stand: HP-C18,"Tromsø ,Norway ",https://en.seafood.no/,https://www.facebook.com/profile.php?id=100082914473351,https://www.instagram.com/seafoodfromnorway_global/,https://www.youtube.com/@norgessjmatrad6017,,,"The Norwegian Seafood Council (NSC) is a marketing organization for the best seafood in the world, Seafood from Norway. The Norwegian Seafood Council aims to increase the value of Norwegian fishery resources. We do this through market insights, market development, market risk management, and reputation risk management in select markets around the world. Our head office is located in Tromsø, Norway, and we have representatives in Sweden (Stockholm), United Kingdom (London), Germany (Hamburg), France (Paris), Spain (Madrid), Portugal (Lisbon), Italy (Milan), Brazil (Rio de Janeiro), Japan (Tokyo), Thailand (Bangkok), China (Shanghai) and the United States (Boston). In addition, we work to identify opportunities for Norwegian seafood in new and established markets. NSC is the approval authority for Norwegian seafood exporters. The Council also acts as an advisor to the Ministry of Commerce, Industry and Fisheries on matters related to the export and trade of seafood."
Noem AG - AT,Hall: Shk Saeed Hall 2 Stand: S2-E58,"Voeslauerstrasse 109 ,Baden ,2500 ,Austria ",http://www.noem.at,,,,,,
Petruz Fruity,Hall: Trade Centre Arena Stand: S-K16,"Trav. Duque De Caxias, 250 ,Castanhal ,Para ,Brazil ",http://www.petruz.com,,,,,,
"Novarroz, SA",Hall: Trade Centre Arena Stand: S-N29,Portugal ,,,,,,,
PERNIGOTTI - MAESTRI GELATIERI ITALIANI SRL,Hall: Al Multaqua Hall Stand: 124,"P.zza Belgioioso n. â€“ 20121 Milano (MI), ,Italy ",https://www.pernigottigelatieri.com,,,,,,
Nova Frutta S.R.L.,Hall: Shk Saeed Hall 1 Stand: S1-C32,"via Delle Industrie 20 ,Zona Industriale ,Fisciano ,Italy ",https://www.novafrutta.it/it/index.html,,,,,,"Nova Frutta srl is based in the industrial area of Fisciano, near Salerno. The factory covers 30.000 sq of which 15.000 sq are reserved for the production and packaging of the following production lines: - Red line: canned peeled tomatoes- chopped tomatoes -cherry tomatoes – tomato paste and passata - Green line: canned legumes Several departments – administrative, logistic, marketing, sales and management - cooperate together in order to assure an excellent “customer service” and to satisfy all consumers needs. Nova Frutta srl makes use of international analyses laboratory recognized by an Italian authority “ACCREDIA”, checking the whole production process, from the raw materials arrival up to packaging of end product. The export department is located in Angri, at about 30 km far from the main factory in Fisciano, where qualified personnel handles business relationships with foreign customers. Nova Frutta srl guarantees the quality and the authenticity of the “MADE IN ITALY” products, counting on a specialized staff, most advanced technologies and modern machineries. In this way it has become a company with certified quality system and compliance with dictates by BRC\MICRON and IFS. The main brand of the factory is NOVA, well known all over the word, and during the years new brands have been created such as ISABEL and AMOR, to satisfy the increasing market demand."
Novacert - GR,"Hall: Za'abeel Hall 3 Stand: Z3-C11, Z5-160","1st Klm road Alexandria ,VAT ID: EL 099612890 ,Alexandria imathias ,Imathia ,Greece ",,,,,,,
Petrou Bros Dairy Products Ltd,Hall: Hall 2 Stand: B2-8,"25 Pindarou, 7100 Aradippou ,7100 ,Cyprus ",http://www.petroubros.com.cy,https://www.facebook.com/petroubros,https://www.instagram.com/alambra_dairy_products/,https://www.youtube.com/channel/UCZ_LscHnEuvpGptzY3wrlkQ,,,"Petrou Bros well known for ALAMBRA Brand, is the leading company in PDO Halloumi cheese production and export with presence to 40 countries and market share higher than 30 per cent. With 40 years of experience, has 2 modern Halloumi cheese production and packaging areas, high tech logistics centre and ultramodern Water Waste Treatment for Gas production. Production procedures are certified with BRS, IFS, FSSC 22000, HALAL and FDA and many customers all over the world trust our quality as Lidl, Rewe, ICA, Axfood, Aldi, Burger King and many others. Petrou Bros produce full range of Halloumi cheese like Classic, Block Burger sliced, sticks, lactose free and Cyprus Cheese Flavored. Also we produce Anari cheese, Natural Juices and Yoghurt. Facilities are located in Cyprus Democracy following all the standards and procedures of PDO regulations."
PEZ AG SANAPLUS,Hall: Shk Saeed Hall 2 Stand: S2-E34,"Eduard Haas Strasse 25 ,Traun ,Austria ",http://www.sanaplus.com,,,,,,
"Philippine Grocers Food Exports, Inc. - PH",Hall: Shk Rashid Hall Stand: R-171,"401 F. Legaspi Street ,Maybunga ,Pasig city ,Philippines ",https://www.philippinegrocers.com,,,,,,
Philippines-Center for International Trade Expositions and Missions (CITEM) - PH,Hall: Shk Rashid Hall Stand: R-152,"Golden Shell Pavilion ,Roxas Blvd. Cor. Sen. Gil Puyat Avenue ,Pasay City ,Philippines ",http://www.citem.com.ph,,,,,,
Philomelia Greek Honey,Hall: Shk Saeed Hall 1 Stand: S1-H19,"Agios Georgios Filippiada ,Filippiada ,Epirus ,48200 ,Greece ",https://www.philomelia.gr,https://www.facebook.com/philomelia.gr,https://www.instagram.com/philomelia_honey/,,https://www.linkedin.com/in/constantinos-exarchos-40544b206/,,"Everything started as a game when I was just 16 years old (2011). I was amazed by the world of bees. Creating a bee colony and monitoring the way this world grows and survives, was something truly spectacular. Without a beekeeping heritage running in our family, I had to learn the old-fashioned way. This meant helping former, experienced beekeepers. In this way, I was able to closely observe the process of integrated production and I was by far more fascinated by the process of beekeeping. I was also able to realize the way a product is created from scratch, and, even more, the way I can achieve this, in collaboration with nature! Later on, in my 20s (2015), I decided that this should be my main occupation. In order to achieve this, I attended a series of courses and seminars on beekeeping, of ered by the Beekeeping Laboratory of the Aristotle University of Thessaloniki, along with my studies in Agricultural Technology. After 9 years of commitment and having the necessary expertise in the field, our team manages to produce honey in suf icient quantity and is always driven by excellent quality. Our need for evolution and our external thoughts resulted in the creation of a new brand, which goes by the name of “Philomelia ” (2020). A brand that from the very first moment was welcomed and embraced by the local community and was also distinguished in an international and acknowledged tasting competition conducted in England (Great Taste Awards). At the same time, we are currently constructing our new honey packing plant, which will complete our journey of production. From day one till today, everything has fitted together perfectly. In slow, but steady steps we walk our way into our dreams and look towards the future with great optimism."
Philpot Dairy Products Ltd,Hall: Hall 2 Stand: B2-23,"Tern Valley Business Park ,Shrewsbury Road ,Shropshire ,United Kingdom ",http://www.muller.co.uk,,,,,,
Phoon Huat Pte Ltd,Hall: Za'abeel Plaza Stand: ZP-H5,"231A Pandan Loop ,Singapore ,Singapore ",http://www.phoonhuat.com,,,,,,
Photos Photiades Breweries Ltd,Hall: Za'abeel Hall 2 Stand: Z2-E81,"1 Lemesos Avenue ,Dhali Industrial Zone, 2540 ,Nicosia ,22391 ,Cyprus ",http://www.photiadesgroup.com,,,,,,
PHShop S.r.l.,Hall: Shk Saeed Hall 1 Stand: S1-E59,"PH SHOP Building ,Via Ferrante Imparato 190 ,Napoli ,Italy ,Italy ",https://www.phshop.it,,,,,,"PH SHOP is an Italian wholesale company specialized in FMCG trading, focused on FOOD & BEVERAGE branded products. We ship top brands from Italy to all around the world."
Phuc Sinh Corporation,Hall: Plaza Area Stand: ZP-A30.,"238-240 Vo Van Kiet Street, ,Cau Ong Lanh Ward, Dict. 1 ,Hcmc ,Viet Nam ",https://www.phucsinh.com,,,,,,
"Pixcel Transglobal Foods, Inc. - PH",Hall: Shk Rashid Hall Stand: R-186,"Unit 514, 5th Floor, West Wing ,Philippine Stock Exchange Center ,Exchange Road, Ortigas Center ,Pasig city ,Philippines ",https://www.pixceltransglobal.com,,,,,,
Pif Paf Alimentos,Hall: Hall 3 Stand: E3-37,"Av. Raja Gabaglia, nÂº 3700 â€” Estoril ,Belo Horizonte â€” Minas Gerais ,Belo horizonte ,Belo Horizonte â€” Minas Gerais ,30350-577 ,Brazil ",http://www.pifpaf.com.br,,,,,,
Pizzoli S.p.A.,Hall: Shk Saeed Hall 1 Stand: S1-D14,"Via Zenzalino Nord 1 ,Budrio (BO) ,Italy ",https://www.pizzoli.it,,,,,,
Pik Becej - RS,Hall: Trade Centre Arena Stand: S-C4,"Novosadska 155 ,Becej ,Serbia ",https://www.pikbecej.rs,http://www.facebook.com/florapikbecejad/,,,,,"PIK-Becej was established in 1959. The company operates in the fields of agriculture and agricultural production. The property of PIK Becej business system includes approximately 9,000 ha of fertile land. Processing of Vegetables – ""Flora"" is part of PIK Becej. The vegetable processing plant Flora is processing vegetables, using modern techniques and technologies, and it offers a rich variety of products of distinctive quality that meets the requirements of the world market. Flora products are made from natural raw materials, with natural spices, preserved by physical means, hot and cold, without additives, added artificial colours, flavours or preservatives. The most important export products are sterilized peas and sweet corn, as well as frozen peas, sweet corn and beans. They are exported to the Russian market, to the EU countries (Hungary, Germany, and Greece) and to markets of Ex-Yugoslavia countries. Products: Frozen and sterilized vegetables and fruits Production capacities: 18,000 tons of raw material Export markets: European Union, Russia, Belarus, CEFTA countries, the Middle East. Standards and certifications: HACCP, FSSC 22000, ISO 9001, HALAL, KOSHER"
PMI Foods,Hall: HALL4 Stand: D4-26,"222 South Main St. Suite 1500 ,Salt lake city ,Utah ,United States ",https://www.pmifoods.com,,,,,,
Pmsweet SA,Hall: Shk Saeed Hall 2 Stand: S2-C4,"43 Rue Cesar de Paepe ,Tilff ,Vivegnis ,Belgium ",https://www.pmsweet.be,,,,,,
Platinum Trading,Hall: Za'abeel Hall 3 Stand: Z3-F29,"Al-Kbous Building No. (1) ,Al-Qaser Street ,Yemen ",https://www.alkbousgroup.com,https://web.facebook.com/Alkbous.Group,,,https://www.linkedin.com/company/alkbous-group/,,"Al-Kbous Group is one of the leading business groups in the Middle East Region and is the largest tea and coffee trading/manufacturing group with factories in Sana’a-Yemen, Riyadh-Saudi Arabia, Amman-Jordan, and Giza-Egypt. The group was established in 1938 by Haj / Mohammed Hassan Al-Kbous, who put the group’s cornerstone in the city of Sana'a by establishing the ""Yemeni coffee trade business"". The company's business has grown and developed over the decades at an accelerated and successful pace. Thanks to the founder's determined efforts and his sense of responsibility for “the necessity of sustainable development"" that benefits the whole country. Over the years, Al-Kbous family has expanded and diversified its activities by establishing unique and pioneer strategic locations to be close to customers. Al-Kbous Group's success and continued growth by achieving a good reputation reflected in an efficient and excellent performance in providing high-quality products and services since its inception to the present with its unique heritage which still shapes the way we do business today. It aspires to be the group that understands and best meets products, services, and all consumer needs."
Pinar Sut Mam. San. A.S. - TR,Hall: Hall 1 Stand: C1-2,"Kemalpasa Asfalti No. 1 ,Pinarbasi ,Turkey ",https://pinararabia.com/about/,,,,,,"Pinar is part of Yasar Group, one of the biggest Holdings in Turkey. Founded by Durmus Yasar in Izmir in 1927, Yasar group, runs 21 companies, four of which rank amongst Turkey's largest 500 companies, 24 factories and plants, and 2 foundations with more than 7,500 employees. “Food & Beverages” & “Coatings” are the core businesses with well established and widely recognized brands as Pinar and Dyo. The group also has well known brands in the tissue paper, tourism, farming, energy sectors, and foreign trade. Yasar Group delivers its products and services to 200,000 sales points with its 1,500 distributors worldwide."
Point To Point Exports Pte Ltd,Hall: Za'abeel Plaza Stand: ZP-H7,"865 Mountbatten Road, #06-05 Katong Shopping Centre ,Singapore ,Singapore ",https://www.point2pointexports.com,,,,,,
Poland Food Marek Gorzkowski Sp.K.,Hall: Hall 2 Stand: D2-43,"ul.Gdanska 112 ,Gniezno ,Poland ",http://www.polandfood.com.pl,,,,,,
Polish Chamber of Milk,Hall: Hall 2 Stand: D2-43,"7 23 Mickiewicza Street ,Bialystok ,Podlaskie ,Poland ",http://www.izbamleka.pl,,,,,,
Pominter - FR,Hall: Shk Saeed Hall 2 Stand: S2-A4,"801 avenue FalguiÃ¨res ,Montauban ,France ",https://www.pominter.Fr,,,,,,
National Center for Palms & Dates,"Hall: The Pavilion Stand: T-F2, CC5-5","Eastern Ring Road ,Ministry of Enviorment Water and Agriculture ,Riyadh ,Saudi Arabia ",https://www.ncpd.org.sa,,,,,,
Poultry Complex Dniprovskiy LLC,Hall: Hall 3 Stand: 301,"15 Tsentralna Street, Pershotravneve village ,Nikopol ,Dnipropetrovsk Region ,Ukraine ",https://www.ulas.ua,,,,,,
National Food Industries Co Ltd (NFIC),Hall: Hall 6 Stand: B6-10 C6-9 C6-10 D6-9_,"P.O. Box 32040 ,Industrial Area Phase 5, Street 411 ,Saudi Arabia ",https://www.luna.com.sa,https://www.facebook.com/LUNA.KSA,https://www.instagram.com/luna.ksa/,https://www.youtube.com/user/LunaProducts,,,"National Food Industries Company Ltd was established in Jeddah Saudi Arabia in 1993. The factory is the largest integrated food industry in the Middle East with ultramodern facilities involved in the processing and packing of wide variety of canned products such as Foul Medames, Peas & Beans, Evaporated Milk, Ice Coffee and Flavored Milk in Can, Milk Powder in Can & Pouches, UHT Milk & Flavored Milk, Cream Cheese Spread, Block Cheese, Tomato Paste in Cans & Tetrapack, Peanut Butter in Glass & PET jars."
National Food Industries LLC - AE,Hall: Hall 8 Stand: 830,"P.O. Box 222 ,Dubai ,United Arab Emirates ",https://www.nfidubai.com,,,,,,
National Foods DMCC - AE,Hall: Za'abeel Hall 6 Stand: Z6-E4,United Arab Emirates ,,,,,,,
Naturise Singapore Pte Ltd,Hall: Za'abeel Hall 2 Stand: Z2-G56,"105, Cecil Street ,7-02, The Octagon, ,Singapore ,Singapore ",http://www.myonlyearth.com,,,,,,
Nature Ceylon Trading (pvt) ltd. - LK,Hall: Za'abeel Hall 2 Stand: Z2-G43,"No 212/11 Nelum Place ,Kalapaluwawa Rajagiriya ,Colombo ,Sri Lanka ",https://www.eminenttea.com,,,,,,
Naturovos,Hall: Hall 3 Stand: E3-40,"BR470, Km 260, 5, s/n - Zona Rural, ,Salvador do Sul ,Brazil ",https://www.naturovos.com.br,,,,,,
National Foods Company - IT,Hall: Shk Saeed Hall 1 Stand: S1-F23,"Via Villanova, 20 ,Italy ",http://www.nationalfoodscompany.com,http://www.facebook.com/nationalfoodscompany,,https://www.youtube.com/watch?v=KQe-DR7spgg,,,"N.F.C. is a leader Italian company supplying preserved food under own popular brands Gilda, Jamila and Maya for more than 30 years to more than 50 Countries. Our skills: - International market knowledge - Best quality/price ratio - Ongoing assistance to the Customer Our products: Tomato paste, Spaghetti and Short Pasta, Sweetened and Unsweetened Condensed Milk, Canned Vegetables, Cous Cous, Bouillons Cubes, Jasmine Rice ******* N.F.C. est une société italienne leader fournissant des produits appertisés sous nos marques populaires Gilda, Jamila et Maya depuis plus de 30 ans vers plus de 50 pays. Nos compétences: - Connaissance du marché international - Meilleur rapport qualité / prix - Assistance continue au client Nos produits: Tomate Concentré, Spaghetti et Pâte Courte, Lait concentré sucré et non sucré, gamme complète de légumineuses en boite, couscous, bouillons cubes, Ris Jasmine"
Navimarfood Gida Iml.Ve Gida Mad.Yat.Urt.Ins.Paz.San.Ve.Tcc.Ltd.Sti. (Mersinfoods) - TR,Hall: Hall 7 Stand: 705,"Karaduvar Mahallesi ,Free Zone ,Mersin ,33050 ,Turkey ",https://www.navimarfood.com/en/,,,,,,
Nazeem Ahmed General Trading LLC,Hall: Za'abeel Hall 4 Stand: Z4-A16,"Al Ras ,Dubai ,79409 ,United Arab Emirates ",https://www.nazeemahmed.com,,,,,,
Nawon Food and Beverage Company Limited,Hall: Za'abeel Hall 2 Stand: Z2-E76,"Room 4, 08 Floor, Becamex Tower No 230 ,230 Binh Duong Boulevard, Phu Hoa Ward ,Thu Dau Mot city ,Viet Nam ",https://nawon.com.vn/,https://www.facebook.com/NawonFoodAndBeverage,https://www.instagram.com/nawonbeverage/,https://www.youtube.com/channel/UCXjl4De9oMW3LPt1J2r1I8Q,https://www.linkedin.com/company/nawonbev/,https://twitter.com/nawonbev,"Nawon Food and Beverage Company Limited, the Leading Food and Beverage manufacturer and supplier based in Vietnam, was established in early 2018 with a passion for introducing Vietnamese tropical healthy drinks worldwide. We always put quality and reputation at the top of the business, enhancing the value for our customers, associates, and communities to become the Leading Beverage Company. Our mission is to protect and improve customers’ everyday health and lives. We ensure to provide the freshest, purest, and most natural, healthy drinks to our customers. Our motto: Your Health is Our Mission. Located in Vietnam which is famous for its variety of fresh and best fruit, Nawon has its own fruit farm to serve the manufacturing process. Besides, Nawon ensures the quality of raw materials, sanitation, and hygiene for processing the raw materials. As a leading beverage supplier, Nawon has achieved many accredited certificates such as USDA Organic, Euro Organic, ISO 22000, HACCP, GMP, HALAL, FDA, etc. NAWON must fulfill high quality and safety standards to meet public expectations, maintain legal compliance, and satisfy customers. We are Beverage Manufacturer. We provide drinks under the Nawon brand or OEM/ODM service for private labels. Thanks to the variety of available packagings/ bottle shapes and the most modern technologies and equipment in the food and beverage industry, Nawon guarantees mass production and low price. “Your Health – Our Mission” means “Your Health is Our Mission”. This slogan is consistent with our mission. All of Nawon’s products are healthy and nutritious drinks, helping customers improve everyday health and life through our health improvement products. Besides, our commitment continually improves the taste and nutritious quality of all our products, helping millions of people enjoy delicious beverages and achieve a healthy lifestyle."
Naurus (Pvt) Ltd. - PK,Hall: Za'abeel Hall 6 Stand: Z6-J15,"C-1 / B ,MANGHOPIR ROAD ,NAURUS CHOWRANGI, S.I.T.E ,KARACHI ,75700 ,Pakistan ",https://lazzatfoods.com/,https://www.facebook.com/lazzatfoodspk/,,https://www.youtube.com/@nauruspvtltd7733,https://www.linkedin.com/company/naurus-pvt.-ltd.,,"LAZZAT FOODS welcomes you at GULF FOOD 2023 “LAZZAT” means “TASTE” It is an ARABIC origin word which stands across many cultures with different dialects but with similar meanings. At LAZZAT FOODS we are proud to offer you “TRUE TASTE” of the wide range of products that we process. These include SPICES, BASMATI RICE PICKLES, SAUCES and CHUTNEYS, GINGER GARLIC PASTES, READY TO EAT FOODS, ROASTED VERMICELLI, FRUIT-FULL JAMS, DESSERTS, and much more. LAZZAT is a brand of NAURUS PVT LTD A 55 year old family owned and managed organization now in its third generation. With a leading number of brands under it’s umbrella like NAURUS, SUNDIP, AHMED KARACHI HALWA MERCHANT and CHATKHAAR We proud ourselves to be the most innovative food processing company from Pakistan. With HACCP, ISO 22000 and HALAL certification, we also offer OEM services to a number of leading international brands. Visit us today to meet that Long Term Strategic Partner you have been looking for."
Nazari Ind. Group,Hall: Shk Rashid Hall Stand: R-298,"No. 23 Mokhaberat Sq., Valiasr Ave. ,Tabriz ,Iran, Islamic Republic of ",https://www.nazari-cake.com,,,,,,
Nelson Wendt & Cia LTDA.,Hall: Trade Centre Arena Stand: S-K42,"Avenida Fernando OsÃ³rio  2774 ,Pelotas ,Rio Grande do Sul ,96055-000 ,Brazil ",https://www.nelsonwendt.com.br/en,,,,,,
Nejat Atalan Dis Tic. A.S.,Hall: Za'abeel Hall 1 Stand: Z1-C28,"Gazipasa Mah. Gol Sok. No: 41, Pancar, Torbali - Izmir ,Turkey ",https://www.atalan.com.tr,,,,,,"Established is 1958 and specialised only for olive oil production with its storage capacity 3900 mtons and 98000 liters/day filling capacity with our brand names OLIOARTE,OLIVAR,ZEYTINIA and also buyers PL.Products are Extra Virgin Olive Oil ,Organic Extra Virgin Olive Oil,Pure Olive Oil,Pomace Oil,Light Olive Oil from 10 ml (monodose)up to 18000 lt in glass/pet and also tin packings,for industrial re-production ,bulk in IBC tank,drum and also in flexi tank."
NEOLIVE,Hall: Shk Saeed Hall 2 Stand: S2-B14,"318 Boulebard de la Madeleine ,Nice ,06000 ,France ",http://www.nicolas-alziari.com,https://www.facebook.com/nicolasalziari,https://www.instagram.com/maison_alziari/?hl=fr,https://www.youtube.com/channel/UCaCAYhCjtVUYpUNM1osFrOQ/feed,https://www.linkedin.com/company/nicolas-alziari/?originalSubdomain=fr,,Nicolas Alziari is a family owned company with more than 150 years of history. We are producer of olives and olive oils with more than 60h of organic olive groves. Our company perpetuates ancestral know-how by selecting unique varieties becoming references in term of great olive oils. We master both the traditional methods with our 19th century mill but also the most modern techniques with a mill of latest generation. Our confectionery master prepares olives with fresh products every day. We furthermore offer a very large range of fine food: - Extra Virgin Olive Oils - Infused Olive Oils - Flavored Olive Oils - Table olives - Vinegars - Pastes and Tapenades - Spices - Honey - Jams - Gift boxes - Soaps and Shower Gels - etc. We are working exclusively with - selected fine food stores - luxury department stores - High end hotels and restaurants. - Wine stores Our brand is available in more than 30 countries all over the world and we have several distributors representing our brand.
Neri Industria Alimentare S.p.A.,Hall: Za'abeel Hall 1 Stand: Z1-C19,"via Amendola 27 ,Lamporecchio (pt) ,Italy ",,,,,,,
Neronobile S.r.l.,Hall: Za'abeel Hall 1 Stand: Z2-C101,"Via della Tecnica, 18 ,Italy ",https://www.neronobile.com,,,,,,"Neronobile Coffee Group, is a leader in manufacturing and suppling of High Quality Coffee and compatible capsule (tea, coffee and also soluble drink in capsule) in Italy. We are Private Label specialists, we could produce for your brands and we offer a variety of our caps in personalized packaging with graphics, design and sort according to your needs. Our capsules are compatible with Nespresso, with Nescafe Dolce Gusto, Caffitaly, Lavazza a Modo Mio, Lavazza Blue, Lavazza Espresso Point and ESE 44mm too. We have invested for quality and reliability so our certifications are: BRC IFS HALAL UTZ FAIRTRADE KOSCHER BIO HACCP FDA for USA. All our coffees are roasted in Italy, according to the traditional knowledge of master roasters for an excellent aroma, which correspond to the oldest skill and experience in the field of coffee, recognized worldwide. We also offer our customers coffee beans and ground coffee of different origins, through strict selection which guarantees the high quality."
