Name,Stand,Description,Address,Website
K&N's Foods (Pvt) Limited - PK,Hall: Hall 4 Stand: F4-1,"The K&N's brand has excelled in poultry for over 58 years, with know-how in every aspect of poultry production ranging from poultry breeding & feed milling, to growing and processing of chickens, & on to production of premium chicken products. For over 58 years, K&N's has remained true to its raison d'etre (reason to exist) of providing better nutrition through poultry for Health and Happiness of people, & is now a favourite chicken brand of millions of people. As the K&N's brand gained recognition internationally, K&N's set up manufacturing operations in the US for producing chicken products to serve US, Canada and other countries around the world. At K&N’s, our ethos of doing the right thing is deeply ingrained in us, and provides impetus to all our company practices 1. We believe every food producer has a responsibility of ensuring food is produced with high ethical standards. 2. People deserve a better choice in food and we want to provide them a choice with purely different chicken products. 3. Food as it exists in nature was always meant to be wholesome and produced the right way. At K&N’s, our ethos drives us to provide products that are Purely Different, not just as a product range with varied flavour profiles, but also the way we produce them. We use only Hand-slaughtered Halal boneless chicken, for its exceptional quality. K&N's chickens are raised on a well-balanced diet. We do not add MSG, artificial preservatives, food colour, nitrates or nitrites, and our products have zero grams Trans Fat. Mechanically deboned chicken meat is never added to any K&N's product. K&N's Purely Different product range includes a tempting collection of Kababs, delightful collection of breaded products, Deline branded sausages & cold-cuts, Bakistry range of fully-baked, frozen savoury products, and Signature Samosas and Spring Roll.","K&N'S Centre ,160 Banglore Town ,Shara-e-Faisal ,Karachi ,Pakistan ",http://www.KandNs.com
Karacan Madencilik Gida Icecek Turizm San. Ve Tic. A.S.,Hall: Za'abeel Hall 2 Stand: Z2-D19,"Sultan Natural Spring Water is one of the first water filling plants in Turkey, founded by Inegol Farm Village Cooperative in 1975. It has strengthened its position in the sector with its large investments in the beverage sector. Growing and developing day by day, Sultan Natural Spring Water has become one of the strongest players in the sector by expanding its product portfolio with soft drinks and rich mineral products in 2018, and in the 48th year of its establishment, it has decided to continue its existence and production under the name of Sultan Beverage Group. Sultan Beverage Group, which continues its activities in a closed area of 35,000 m² on a 60,000 m² land, is 100 percent Turkish capital and is one of the most established brands in the sector, to expand its distribution network with its experience of 45 years, strong vision,sustainable and innovative approach. and continues to work to increase production capacity, and exporting more than 60 countries worldwide.","Lacin Mh. Ataturk Cd. No:1-17 Eskisehir ,26870 ,Turkey ",https://www.sultanicecek.com.tr
Mahmoud Walid Aljitan & Partners (Paradise Bakeries),Hall: Shk Rashid Hall Stand: R-D4,"Founded by Mr.Walid AlJitan since 1996 in Amman, Jordan Mr. Walid Al Jitan came up with his inspiration and heritage that he carried with him from Jerusalem where bakeries are unique and famous in its taste that we mastered. In Paradise Bakeries, we offer a variety of products including all types of crackers that has many flavors and producing Arabic and oriental sweets. Today we have 25 years of experience that we considered as a leading brand in the bakery industry, we own the hands on bakery concept, which what sets us apart and keeps our loyal customers coming back, again and again","31 Omar Al Busayr Al Khusaylat St. - Al Mogablain ,amman ,11118 ,Jordan ",https://www.paradisebakeries.com
Kapal Api Global,Hall: Shk Maktoum Hall Stand: M-J33,"Kapal Api Global is one of Indonesia's leading food and beverage companies. The group consists of seven subsidiaries, each complementary to our core business or is a leader in its own segment. The group is involved in coffee plantation and manufacturing, confectionary manufacturing, non-dairy creamer manufacturing, local distribution company, retail cafe chain, and coffee machine producer.","Jl. Taman Jatibaru Barat No. 1 ,Petojo Selatan-Gambir ,Jakarta ,Indonesia ",http://www.kapalapiglobal.com
Malwan Star General Trading L L C - AE,Hall: Al Mustaqbal Plaza Stand: HP-124,"AOV Group pioneers in Exports of Halal Sheep/ Goat along with Boneless Buffalo Meat / Offal's from India to various countries of the world , ensuring that they are Catering the World with Quality at all times.","C22/25 SECTOR 57 NOIDA UP 201301 ,United Arab Emirates ",https://www.aovgroup.in/
Malkara Birlik Sut Ve Sut Mamulleri A.S.,Hall: Al Mustaqbal Plaza Stand: HP2-D8,"Maybi Dairy Ingredients is the biggest dairy ingredients producer in Turkey . Our main products are sweet whey powder , demineralized whey powder , whey protein concentrate and lactose. We provide services for food and feed applications. Mainly, we sell products for confectionary ,bakery,ice cream,condensed milk market,infant formula and also for feed mill application as well.","Seyhli Mah. Kaynarca CAD. No:3 Pendik 34906 ,Turkey ",http://www.maybi.com.tr
Manalee BABA,Hall: Za'abeel Hall 6 Stand: Z6-G58,"Dear All. we are Dubai base bulk trader, importer, re-exporter, processor of different agro commodities including Pakistani Rice, Sesame Seed, Peanut, Soya Bean, Sunflower Meal, Canola Oil, Dry Ginger, Hibiscus Flower, Stone Flower, Black Pepper, Cloves, Cardamom, Almond, Cashew Kernels, Raisins and Uganda Green Coffee Beans having own facilities at Pakistan, Sudan, Nigeria, Tanzania, Madagascar, Comoros, Benin and in Uganda. we are also registered with China GACC for sesame seed & peanut.","P.O. Box 64809 ,Al Ras Spice Market ,Near Al Ras Hotel- Deira ,Dubai ,UAE ,12345 ,United Arab Emirates ",https://www.manaleerading.com
MANA Agro DMCC,Hall: Hall 2 Stand: F2-2  G2-1,"Mana is a sophisticated distributor of dairy ingredients throughout the MENA region. Drawing on over 50 years experience, our team has a wealth of key supplier and customer relationships that allow us to deliver the best ingredients, on time, in specification and at a competitive price. We are committed to providing creative solutions for both dairy suppliers and consumers. With a highly experienced team, we are here to help forge your path through the global dairy supply chain, stress-free and on time. Headquartered in Dubai we also have offices in Turkey, Algeria & Tunisia. Our team is on hand to cater to your every need, whether it is for market insights, urgent product requests or even resolution of complaints. Mana is in-market and we can be at your factory or warehouse at a moment’s notice. Here at Mana, we believe that in order to provide cost effective solutions for our partners, we must have the ability to source from all corners of the world. With key suppliers from all continents, we are able to leverage different cost structures and continue to provide our partners with high-quality products from specific regions, with the most competitive prices. The concept of partnership is at the core of what we do because your success is our success. We are passionate about creating lasting relationships with our partners and growing alongside them. We are proud to work with small, family-run businesses as well as multi-national companies and we are committed to providing the same level of expertise, dedication to all services. We are a young, dynamic, and multicultural team that hail from 4 continents, speak 6 languages, and with business partners across more than 30 countries. We are a purpose-led company that highly values the diversity within our own team as well as our partners.","3601, JBC 3 Tower, Cluster Y ,Jumeirah Lakes Towers ,United Arab Emirates ",https://www.mana-DMCC.com
Mandala Trading Canada Inc.,Hall: Za'abeel Hall 4 Stand: Z4-H17,"Mandala Trading facilitates the trade of grains, cereals, and oilseeds across the world, bridging geographic boundaries. Our key products are Canola seeds, Rapeseeds, Soybean, Corn, Popcorn, Lentils, Chickpeas (Kabuli/Desi), Oats, Barely, Lupins, Yellow Peas, Green Peas, etc. Currently we trade more than 200,000 MT goods annually across the globe from our offices in Canada, Australia, Nepal and Singapore. We have a young, energetic team of progressive thinkers and traders and one of the best operations team in the Industry. We are rapidly growing both in terms of the regions we operate and the variety of products we offer. Our expertise in working with different clients, irrespective of culture, language and location, helps us serve our client with utmost sincerity and successful execution of trades. We have been serving as a preferred supplier in many markets such as Pakistan, Bangladesh, Sri-Lanka, Nepal, South Korea, China, Indonesia, Philippines and the Middle East.","33 City Centre Drive Suite # 660 ,Mississauga ,Ontario ,L5B 2N5 ,Canada ",http://mandalacanada.ca
Maple Land Export,Hall: Shk Saeed Hall 2 Stand: S2-E20,"Dive in our maple syrup! At Maple Land Export, we value family traditions as we are a real one. Parents and sons working together to bring you the best maple syrups and maple products. Our true wish is to make you discover our canadian amber gold. In Canada, maple syrup is imbued with traditions, family gatherings and festivities. We hope to share them with you. We offer organic and Halal maple syrups as well as derivative products (nuts, cookies, candies, soaps, etc.) We are waiting for you at the canadian pavilion. Taste the Canadian nature!","130 chemin Bates ,#701 ,Ville Mont-Royal ,Quebec ,H2V 0A7 ,Canada ",https://www.maplelandexport.com
Karam Foods Industries Co. LLC - AE,Hall: Za'abeel Hall 3 Stand: Z3-A3,"Essa Al Ghurair Investment, LLC (EGI) was founded by Mr. Essa Abdulla Al Ghurair in 2012, forming a board of directors comprising his sons, bringing a wealth of experience from three generations of family enterprises. The EGI family members play a cohesive role, each with his own strengths, to manage the group’s diversity. EGI office is ideally located in the heart of Dubai, within easy access to Jebel Ali Port, a global hub for international logistics, making it convenient for global business transactions. Under EGI, Karam Foods Industries Co. LLC was established in 2013 and the first project launched was a state-of-the-art coffee roaster, which can roast and grind more than 7,000 tons of coffee annually and is one of the largest plants in the MENA region. With a large storage capacity of 200 tons, complemented with other in-house facilities, it aims to be at the pinnacle of coffee industry. The recently introduced gluten-free brands Ojao® pasta and Flocons® gluten-free products add to the healthy lifestyle product range envisaged by the group. EGI also has interest in Dubai real estate and property market and is open to viable property investments. EGI continues to identify strategic projects with strong business potential, and aims to seek better than available opportunities to create more sustainable value propositions. The privatization of flour milling industry in Saudi Arabia presented a unique investment opportunity for EGI in line with its proven expertise and technical proficiency. EGI has partnership investment in 4 mills of “First Milling Company” in Jeddah, Al-Qassim, Tabuk and Al-Ahsa. Internationally, EGI actively seeks strategic and dynamic partnerships, while continuing to grow its current engagements with reputable companies from across the world.","P.O.Box 123213 ,Street 4, Al Quoz 3 ,Dubai ,358 ,United Arab Emirates ",http://www.karamfoods.ae
Karmela 2000 Ltd - BG,Hall: Shk Saeed Hall 1 Stand: S1-170,"""Karmela 2000"" Ltd. is a Bulgarian company established in 1998 in Veliko Tarnovo. Our company produces a wide range of confectionery. Our product list includes the production of plain and coated waffles, biscuits, desserts, cookies and gingerbreads. Our well-known brands, on the Bulgarian and international markets, are Detstvo moe /My Childhood/, Family, Karmela, Everyday, Girls, etc.","62 Opalchenska Str. ,Bulgaria ",https://karmela.eu/
Kavukcu Flour Mills,Hall: Za'abeel Hall 5 Stand: Z5-B23,"Founded in year 1920, KAVUKCU FLOUR MILLS is one of the leading wheat flour producer and exporter of Turkey. Ranging from Panama to East Timor, we are exporting to more than 60 different countries. Our success in the international markets is the result of studying and understanding the local needs, achieving the highest possible economies of scale and by doing so offering the highest quality products with the most competitive prices","Eski Istanbul Cd Buyuk Karistiran Luleburgaz - Kirklareli ,LULEBURGAZ/KIRKLARELI ,TURKEY ,39780 ,Turkey ",https://www.kavukcugrubu.com/?lng=en
Kayan Frozen Foods,Hall: Al Mustaqbal Plaza Stand: HP2-240,"Kayan Frozen Food is Egyptian company working in the field of frozen fruits and vegetables, which are chosen very carefully and with the highest quality standards in order to satisfy our customers around the world","Gamayt Alsalam ,k95 cairo-ismailia desert road ,ISMAILIA ,Egypt ",https://kayanfrozenfoods.com/
KEITT EXPORTERS LIMITED,Hall: Za'abeel Plaza Stand: ZP-31,"Keitt Exporters Limited is a grower and exporter of fresh fruits and vegetables with a global presence, including Europe, The Middle East, and The Far East. The company provides total solutions from farming, harvesting to further processing of the fruits and vegetables. Our products include Avocados, mangoes, green beans, snow peas, sugar snaps, garden peas, baby corn, broccoli, passion fruit and a range of fresh herbs including: Basil, Rosemary, Thyme, Chives, Tarragon, Mint, Oregano. Coriander and Lemon Grass","KEITT Complex ,off Old Mombasa Road ,Nairobi ,6390-00200 ,Kenya ",https://www.keitt.co.ke
Kenton Gida Sanayi AS,Hall: Shk Maktoum Hall Stand: M-B34,"Manufacturer of dry mixed food and drink products, like baking powder, vanillin with sugar, whipped toppings, puddings, premix desserts, starches, rice flours, under its own brands-KENTON and ALTIN-for domestic and foreign markets and also for many other companies as private label and industrial production. Produces and distributes ARILAC Baby Food which is 100 Turkish Company, also produces other products such as rice flours, starches, corn flour, dried bread flour and powdered sugar, as well. Product Categories Premix Desserts: Puddings (9 variations), Jelly Powders (13 variations), Spangles, Milk Pudding Mastic Flavoured, Milk Pudding Sweetened With Caramel, Custard With Almond, Cream Caramel, Custard Powder. Baking Ingredients: Baking Powder, Vanillin With Sugar, Sodium bicarbonate. Dessert Supplementary: Cocoa, Whipped Toppings, Pastry Creams, Powdered Sugar, Rice Flours, Corn Starch, Wheat Starch. Drink Powders: Cappuccino, Hot Chocolate Cake Premix: Red Velvet, Blue Velvet, Chocolate Moist , Vanilla Moist Cakes","Ankara Cad. No: 344 Pk: 34906 Kurtkoy Pendik ,Turkey ",https://www.kenton.com.tr/
KRK Exports,Hall: Za'abeel Hall 1 Stand: Z1-D8,"Kayal agro foods /KRK Exports Tag line : From the farm to the table, we take care of your food. VISION To be a business of excellence in production & supply of our authentic Indian food products to the people worldwide. MISSION list of 4 items • Exceed customer expectation. • Competitive pricing for high quality products. • Faster adaption technology for evolving changes. • Design global, manufacture local. About Us: Kayal Agro Foods was established in 2015 with health and nutrition in mind. Kayal Agro Foods is the child company of KRK Exports which was started in 2004 as an exporting house with great quality and standards. Within a short span of time KRK Exports grew multiple folds becoming a one-star export house. KRK Exports, the decades old organisation, in a mission to deliver best goods to the consumer by themselves, ventured into Kayal Agro Foods. We have the potential to supply the products as per customer requirement at any given point with the latest technology and hygiene. Our packing technology both in man-made and automized via machines is with supreme cutting edge product specialized starting from Weigh machines to surveillance cameras until the product undergoes shipping to container vessels. Regular quality controls is scrutinized with degrees of standardized quality metrics/analytics to avoid defects and thereby risks. we continuously work to improve the Global supply chains, and provide appropriate trainings to the staff to improve the process and maintain sustainability. Our Strengths • Innovative methods • Food safety and Hygiene procedures • Consumer centric values • In house Lab Facilities. • Customized private labeling as per customer requirements. • On premises faster container loading point and E-seal facility. • FSS 22000 and Authorised Economic Operator (AEO) certified. • Women skill development programme that covers 90+%","3A,PTR Nagar, Pudur Vandi Pathai, ,Aathikulam, Madurai ,Madurai ,India ,625007 ,India ",http://www.kayalfoods.in
Khalil Al Skafi Mills,Hall: Shk Rashid Hall Stand: R-139,???? ????????? ???????? ????????? ???? ??????? ??????? ?? ????? ?????? ???????? ???????? ????????? ??? ??????? ??????? ???????? ???????? ??????. ??? ???? ???? ????? ?????? ??? ???? ??? ????? ?????? ???? ????? ?? ??? ???? ?????? ?? ???? ?????? ????? ?? ???? ???????? ????? ?????? ?????? ????? ?????? ??? ??? ????? ??? ?? ???? ?????? ???? ????? ??????? ????????? ?????? ?????? ????? ??????? ???????? ??? ???? ????? ??????????? ?? ???? ??????? ??????? ????????? ?????? ???????? ???????? ? ??? ?????? ?? ???????? ?? ????? ??????? ???????? ????? ????? ????????? ??????? ?????????? ????? ???? ?????? ???? ???????? ???????? ????? ?? ???? ????? ??????? ???? ?????? ????? ????.,"Amman - Madaba Street ,Amman ,Amman ,11621 ,Jordan ",http://www.kalskafimills.com
Kuwait Flour Mills & Bakeries Co.,Hall: Hall 8 Stand: B8-30,"Since Independence in 1961 , the State of Kuwait has taken major steps in enhancing food security manifested in the incorporation of Kuwait Flour Mills Company, which later was merged with the Kuwait Bakeries Company in 1988 (KFMB) to become a key pillar and one of the tributary of the industry in the State of Kuwait. In 1969, the company established the Macaroni factory, followed by the Biscuit factory in 1970 and the Vegetable oil factory in 1976, which was the first of its nature in the Arabian Gulf Region. In 1978, the company took ambitious steps to build nine automatic bakeries, geographically situated in Kuwait along with the Central Sabhan Bakery, considered a sign industrial milestone in Arabian Gulf area at that time. In 1994 Kuwait Flour Mills & Bakeries acquired a major significant company (Kuwait Supply Company) that has entrusted to serve the citizens by providing and delivering food supply and construction materials subsidized by the government in accordance with the policies and resolutions of the Ministry of Commerce and Industry. In compliance with the company’s mission to achieve food security, the company established the Animal Feed Plant in 1996 for the production of animal feed enrich with nutritional values to serve the livestock, that are one of the integral elements for nutrition in the country.","P.O. Box 681 ,Jamla Abdul Nasar ,Kuwait ",http://www.kuwaitflourmills.com
Kucukbay Oil And Detergent Inc.,Hall: Za'abeel Hall 1 Stand: Z1-B23,"Kucukbay Oil and Detergent Inc. appear with its products in diverse categories being vegetable edible oils (refined sunflower oil, refined corn oil), extra virgin olive oil, vegetable margarine, vegetable ghee, baking fats and industrial fats both in Turkey and in world kitchens with its wide export network since 1979. It has got a large portfolio of brands such as Orkide, Ekiz, Oba, Vera, Abide. As the biggest producer of liquid oils in Turkey, it's among the foremost in popular consumption in Turkey, but we also export to over 100 countries worldwide. It's also contribute to the job market as its employ a considerable number of employees. For international orders, contact us at: export@orkide.com","Ankara Cad. No: 102, Bornova - Izmir ,Turkey ",https://www.orkide.com.tr/
Ktima Agroti- Agrotis Ltd,Hall: Shk Saeed Hall 1 Stand: S1-H53,"From KTIMA AGROTI… The company AGROTIS LTD deals with the production & standardization of Greek pulses under the brand name ""KTIMA AGROTI"". Part of the company's activity is the grinding of legumes in a stone mill, creating the LEGUMINA flour series, the name of which comes from the Latin word legumen, which means legume. Also, following the standards of the Mediterranean diet, he managed to enrich the traditional Cretan nut with leguminous flour and create the LEGUMAKI series products. Products safe for the consumer's health, produced in an environmentally friendly way. KTIMA AGROTI legumes Chickpeas, lentils, split peas (fava) & beans, from Greece, with a special nutritious profile rich in proteins & vegetable fibers. LEGUMINA flours Legume flours are an alternative solution, rich in good quality proteins and fiber, for the preparation of enriched bakery products, gluten free products, vegan, snacks, pasta etc. Are produced in Greece and ground in a stone mill. They combine high nutritious value (very good quality and high protein quantity), probiotic properties (due to the contained vegetable fibers) and controlled calories intake. They contain very few fats and simple sugars and do not contain salt. LEGUMAKI rusks Legumaki was born from the legumes of the fertile Thessalian plain and is produced in the traditional way that the Cretan nut is produced. It is a product of the Mediterranean diet, which surpasses the nutritional value of the traditional nut, due to its content of flour from the LEGUMINA series, which contain the valuable nutrients of the legumes of the Greek land (lentils, chickpeas, fava beans). It has a characteristic daku shape and in combination with various other flours it contains such as barley, carob etc., it has particularly beneficial elements for the human body. Plenty of fiber Source of protein Vitamins Trace elements Metals","14 Ir. Politechniou Str ,LARISSA ,GREECE ,41334 ,Greece ",https://agrotisltd.gr
La Lorraine Bakery Middle East DMCC,Hall: The Pavilion Stand: T-E11,"At La Lorraine, we have a real passion for baking. It all started 80 years ago, in a small artisanal bakery in Brussels. We have never stopped nurturing that passion, particularly now that consumers are more interested than ever in finding authentic flavors. If you take a careful look at our bakery products, you will see a unique sign. It is a symbol for the passion with which we prepare our products. A passion that we hope to share with you. Taste our bread, our patisserie, our viennoiserie and our savoury snacks and discover what enjoying food and quality is really all about. Curious? Discover how our passion for baking is expressed in authentic flavors and top quality! Visit us on our website: https://www.llbg.com/en-en/united-arab-emirates Contact us at: Email: info.llbme@llbg.com or call us at +971 4 277 9484 Visit us in our office at 3506 Mazaya Business Avenue BB2 JLT Dubai Or visit our fully automated factory at Baniyas Plot no. 750, Al Wathba North, Abu Dhabi UAE","Unit No: 3506, Mazaya Business Avenue BB2 ,Plot No: JLTE-PH2-BB2, Jumeirah Lake Towers ,Dubai ,United Arab Emirates ",https://www.llbg.com/en-en/united-arab-emirates
La Molisana,Hall: Shk Saeed Hall 1 Stand: S1-F52,"La Molisana is a family business. With a history spanning over 100 years the Ferro family is a milling dynasty, successfully managed by the members, who have been passing on their knowledge from father to son keeping an overall vision necessary to never compromise the true success factors such as quality, innovation, ethics and commitment to value. Under their guidance, and in line with the ideals of purity, La Molisana moved from just a producer of pasta to a company that controlled 100/100 of the supply chain from the corn to the table. This unique position allows La Molisana to ensure every package is quality controlled to provide the unmatchable fresh taste of Italy. Today, La Molisana is the 5th largest pasta producer in Italy, exports in over 70 countries and is known throughout the industry as a beacon of purity.","C.da Colle delle Alpi 100/a ,Campobasso ,86100 ,Italy ",https://www.lamolisana.it/
La Mole - F.lli Milan S.r.l.,Hall: Shk Saeed Hall 1 Stand: S1-E41,"Since 1978 La Mole is the byword for the best in Italian bread-making and has successfully grown by investing in research and technology. Thanks to its manufacturing know-how and to its grounbreaking spirit of progress, the company has gradually axpanded its production and now offers a wide range of sweet and savoury products. Today La Mole ranks among the leading international players in the sector. It has mainteined its family business structure, powered by personal dedication to excellence and by skilled ability to respond flexibility to the needs of its customers.","LA MOLE - F.LLI MILAN SRL ,Strada Leinì, 16 ,Caselle T.se (TO) ,10072 ,Italy ",http://www.la-mole.com
LaBelle Chocolates & Flowers,Hall: Hall 6 Stand: 630,"At Labelle, we feel customer satisfaction comes from personal relationships built day by day on products quality, reliability, responsibility, and integrity. Building long-term relationships with superior products is how we have been doing business for more than 14 years. We are able to help you make the most of your opportunities. So, welcome to Labelle. As an award-winning, renowned Chocolates company, we think you will find our products and services of special value. Pleasing you is our most important goal.","P.O. Box 3639 ,New Industrial Area, UAQ - Umm Al Thaoub ,TRN 100059653400003 ,Umm Al Quwain ,United Arab Emirates ,3639 ,United Arab Emirates ",https://www.labelle.ae
lacto food,Hall: Hall 6 Stand: C6-39,"Lacto Food Is Specialized In Trading, Packaging And Providing Solutions For Milk Powder Applications. We Provide Milk Powder Solutions to leading food stuff industry producers of Confectionary, Dairy Products, Bakery Products, Meat and Pharmaceutical Products Our Expertise Lacto Food’s Research and Development Team maintains World Class Standards and uses current technological advancements in order to maintain the quality of our products. Our Dedication In 2014, the Company doubled its tonnage and invested in a 16000 m² extension of the factory and 7 new wharfs. Our state of the art spray dryers give us the ability to cater to our customers and be positioned as one of the leading suppliers of dairy powders in terms of quantity as well as quality. Why Lacto Food? By choosing Lacto Food, you also choose quality at the most advantageous price. In order to better satisfy our clients and partners, Lacto Food has set up a new state of the art laboratory for analysis and monitoring. Our Reach Lacto Food Products have been sold in 28 countries worldwide. We have increased our sales in Europe, Middle East and in foreign markets for years. Our channel of distributors across the world helps us to grow our market share day by day.","Lacto Food FZE ,A2-005 ,SAIF Zone ,Sharjah ,United Arab Emirates ,120790 ,United Arab Emirates ",https://www.lacto-food.com
Meat Future Ltd,Hall: Trade Centre Arena Stand: S-G24,"Meat Future is a brand that cares for the future and a sustainable development. Professionals at Meat Future have the necessary knowledge and skills to create and offer innovative, easy-to-cook, nutritious and delicious plant-based products such as burgers, dumplings, pâté, hot dogs, pulled chick`n, Jerky and kebab strips that taste and looks like meat, but contain no meat. Having a long-term experience in working with the largest retail chains in Europe, including the “private label” production, we guarantee basic conditions to our partners: • Fulfil orders in full amount • Unquestionable adherence to the agreed terms • Provide service of logistics, including air transportation • Stable prices for our products","Grivas, ,Gluda parish, ,Jelgava district ,Nakotne ,LV-3040 ,Latvia ",https://meatfuture.eu/
Medsol S.r.l. - Olio Luglio,Hall: Za'abeel Hall 1 Stand: Z1-D30,"Since more than 35 years, Medsol is a leader in the export of extra virgin olive oil under ""Luglio"" brand as well as other private labels. We are one of the biggest packaging companies in PDO Terra di Bari Extra Virgin olive oil. Medsol provides Italian and international customers with the same attention to quality, ensuring full traceability of products. We are certified IFS, BRC, Kosher and Halal.","MEDSOL SRL ,VIA A. OLIVETTI 37 ,Molfetta ,70056 ,Italy ",http://www.olioluglio.it
Mehran Bottlers (Pvt) Ltd - PK,Hall: Za'abeel Hall 3 Stand: Z3-100,"Mehran Bottlers (Pvt.) Limited is a Pakistani corporation, manufacturer, toll filler and retailer of carbonated beverages, syrups and juices. The company is best known for its flagship product Pakola which was launched on 14th August 1950. Mehran Bottlers (Pvt.) Limited was the first bottling plant in Pakistan which is certified to an integrated system based on (ISO 9001: 2000), (ISO 14001: 1996) and (RVA HACCP). It is the only company in Pakistan which makes such wide range of products in various packaging such as PET, cans, bulk water etc, under one roof. The company operates one of the most modern can filling plants in Pakistan, producing top of the line cans readily available for consumption.","C-5/A, S.I.T.E. ,Pakistan ",https://www.pakola.com.pk
Mehrotra Consumer Products Pvt. Ltd.,Hall: Trade Centre Arena Stand: S-C17,"We produce a large range of high quality, tested and certified organic food products, such as Organic Rice, Pulses, Flours, Sugar & Jaggery, Spices, Blended Spices, Tea/Coffee, Oils, Dry fruits, Honey and many more. We are certified organic as per USDA standards, Indian organic and EU standards. We are also BRC certified, grade A and hold ourselves to very high standards of quality and hygiene. We are also Halal and Kosher certified since that is a requirement for many of the countries we export to. At the farm level, we practice sustainable agriculture, soil conservation and practices that are environment friendly, safe for the crops and safe for the farmers. We are currently working directly with over 2500 farmers under our own projects. We pay our farmers a fair price for the products they grow. We train them and we work with them to ensure growth of organic and pesticide free produce and that they are compensated well for their efforts and persistence. Our brand Organic Tattva is present in over 3000 stores pan India. About 45% of our portfolio is of global exports. The main export markets for us are USA, Canada, UK, Singapore, UAE and Middle East.","26G, Sector 31, Ecotech I, ,Greater Noida ,India ",https://www.organictattva.com
Mehsom Corp.,Hall: Za'abeel Hall 4 Stand: Z4-H25,"MEHSOM Corp is a privately-held Canadian Import-export Company working in Agri-Food industries with our corporate head office in Toronto, Ontario, Canada. We can supply our clients with the highest quality Canadian Pulses, Oil seeds and Cereal Grains. Our strengths include always finding solutions no matter how challenging, Delivering products quickly to provide our customers an edge in the market. We also take care of shipping and logistic to any point in the world. We have developed strong long-term relationships with our customers all over the world and we highly value relationship with them and producers. We dedicate ourselves to obey to our clients to improve service and product quality. The company emphasizes on sincerity, integrity and fairness in all aspects of its business.","Unit 1901 ,5000 Yonge St, ,Toronto, Ontario, ,M2N 7E9 ,Canada ",https://mehsom.com/
MEH DU General Trading LLC,Hall: Hall 8 Stand: A8-30,"Solico Group is a multinational food company. It produces, trades, distributes and sells food in more than 10 countries. Dairy products, ice cream, ready-meal, beverages and snacks are offered by the group in retail and food service sectors. Group global HQ is located in UAE with regional HQs and offices in Tehran, Erbil, Baghdad, Frankfort, Los-Angeles, Izmir and Kabul Middle East pioneer company in food and beverage industry In Euro Monitor 2014 report Kalleh is introduced as world 48th company active in food industry. This institute has ranked Solico as Middle East pioneer company in food and beverage industry. Solico Group has a diverse portfolio of products, each produced in one of its 14 plants located in Iran. Solico Group possesses more than 30 branches in Iraq, UAE, USA, Germany, England and Russia which facilitate its exports and supply chain management. With more than 15000 employees, Solico is considered as one of the largest companies among government-owned and private businesses in Iran. Owing to its vast variety of products and growing export rate, Solico’s annual sales number has exceeded 1 billion dollar. Besides, Solico Group has been always ranked in top three exporters of the country. Thanks to its activity in different range of industries such as food, beverage, dairy etc., Solico Group produces more than 1800 products and is one of the leaders in the country and even Middle East. One of the most important core competencies of Solico Group in Iran or even in MS region is its extensive fleet. With more than 2200 vehicles, Solico is capable to deliver its products directly to retail customers. Product diversity and premium quality has enabled Solico Group to export a great portion of its production and therefor has been recognized as one of Iranian premier companies in last 6 years.","P.O. Box 294652 ,Al Qouz 1 ,United Arab Emirates ",https://www.solico-group.com/
Melissa Kikizas,Hall: Shk Saeed Hall 1 Stand: S1-H61,"Our company was founded in 1947 due to Alexandros Kikizas’ vision to create a food company that would use solely Greek raw materials, in order to produce high quality products. Today, seven decades later, the third generation of Kikizas family leads one of the largest food companies in Greece, exporting products to more than 45 countries. Melissa Kikizas owns the largest vertical complex of mill-pasta plant in the Balkans being certified for their safety and food quality international standards. It is also Extra Virgin Olive Oil (EVOO) producer. Its vision is to promote people’s well-being through healthy, natural, high-quality products. Our export activity expands in more than 45 countries with Walmart, Kaufland & Lidl being some of our key customers. We have a strong portfolio of reputable brands and a wide range of private label products among both categories of pasta and extra virgin olive oil.","Melissa Kikizas S.A ,Athens ,10443 ,Greece ",https://melissa-kikizas.com/en/
MITE Co. Ltd.,Hall: Trade Centre Arena Stand: S-J15,We are specialized Japanese company for Japanese tea exportation from Japan to overseas market and its development in Japan. Since 2014 we keep working for Japanese tea exportation with professional service quality. Our main Japanese teas are produced in Mie and Miyazaki prefecture.,"Cross Gate 7F Sakuragicho Antre Salon ,1-101-1 Sakuragicho, Naka-ku ,Yokohama ,Kanagawa ,2310062 ,Japan ",https://mitecha.com/en/
Mithr International FZE,Hall: Hall 3 Stand: 354,"Mithr deals with a wide array of products including IQF Vegetables, Meat, Sugar, Spices, etc. The diverse & exhaustive range of products handled demands liaison with multiple categories of vendors & partners across the globe including government departments, PSUs, consumer goods companies, leading brands, industries, white-label suppliers, contractors & trading houses. In the process of creating & advancing this dynamic ecosystem, Mithr has evolved as a credible & competent partner for suppliers & buyers alike in a short span of time. Besides international trading, Mithr also manages retail distribution and marketing for select branded products in assigned territories.","P.O.  Box 60231 ,Warehouse no. P6- 147 ,SAIF Zone ,Sharjah ,United Arab Emirates ",https://www.mithrinternational.com/
